,type,category,review,star
11,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"꼭 사세요.너무 좋아요.두 달 전에 17,000원짜리저렴한 물결고데기 해외배송으로구입했었는데 사용도 힘들고 코팅도 안되어있어서 머리 다 상하고 겉에도 뜨거워서 손도 데이고 그랬거든
꼭 사세요.
너무 좋아요.

두 달 전에 17,000원짜리저렴한 물결고데기 해외배송으로
구입했었는데 사용도 힘들고 코팅도 안되어있어서 머리 다 상하고 겉에도 뜨거워서 손도 데이고 그랬거든요.
그래서 안쓰고 당근행.

이 번에 보다나 알게되어서 고민하다가 샀는데 진짜 쓰던거랑 차원이 다르네요.
그닥 무겁지 않아요.
머리카락 양을 조금씩 집는것 보다 많이씩 집는게 더 예쁘게 되는 것 같아요.
암튼 대만족^^",평점5
12,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"장점은~진짜 미용실에서 해주는 웨이브
장점은~진짜 미용실에서 해주는 웨이브를 집에서도 할수 있다는게 넘 좋았어요~~
단점은~제가 손목이 안조아서 인지 손목에 무리가 가는것같은 조금 무겁게 느껴지네요.
익숙해질때까지 연습해서 이뿌게 하고 다닌께요.
기간이지나 장갑못받은게! 못내 아쉽습니다.초짜.처음 해서 두번 디어서 장갑이 이래서 필요하구나 ㅠ 미리살껄 하는 후회.듭니다.",평점5
13,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"이거하면 얼굴형이 보완되서 더 어려보여요! 대신 너무발랄해보여서 드레스업한 날엔 쫌 안어울리긴해요ㅋㅋ 웨이브 잘 나오고 기계 자체가 무게감 있긴한데 머리하다 팔이 아플정돈 전혀 이
이거하면 얼굴형이 보완되서 더 어려보여요! 대신 너무발랄해보여서 드레스업한 날엔 쫌 안어울리긴해요ㅋㅋ 웨이브 잘 나오고 기계 자체가 무게감 있긴한데 머리하다 팔이 아플정돈 전혀 이니에요. 무게땜에 고민할 필욘 없는듯ㅎ 암튼 일반 봉고데기 쓰다가 이거 쓰니 기분전환되고 좋아요!",평점5
14,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"딱한번 사용해본거라 약간 고데기하면서 어색하고 이어지게 다시 잡는게 잘 안되는것도 같고 그런데 연습하다보면 잘 되겠죠?ㅎㅎ관심있었는데 마침 9주년방송에 할인도 해서 이때다싶어 구매
딱한번 사용해본거라 약간 고데기하면서 어색하고 이어지게 다시 잡는게 잘 안되는것도 같고 그런데 연습하다보면 잘 되겠죠?ㅎㅎ
관심있었는데 마침 9주년방송에 할인도 해서 이때다싶어 구매해봤어요
보다나는 고데기품질도 그렇지만 타제품과 다르게 예쁘기도 해서 좋아요",평점5
15,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"최고예요
똥손이라 솔직히 사보고 별로면 당근하려고했는데이쁘고 자연스럽게 잘되네요얇은모발 140도로 잡아줬더니 이뻐요~~뒤통수는 안보여서 하기힘들지만 컬이크기때문에 이상하진않아용뿌리쪽부터하고 머리묶어도 이뻐요참고로 동영상은 고데기하고 한참뒤에 모습입니당~~",평점5
16,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"웨이브 자체는 정말 잘 나오고 사용법도 간편해서 좋아요! 처음엔 생각보다 가벼워서 가볍다고 생각했는데 한번하고 나면 팔이 너무 아파요ㅠㅠ쓰다보니 무거운게 느껴지네요 한쪽하고 쉬었다
웨이브 자체는 정말 잘 나오고 사용법도 간편해서 좋아요! 처음엔 생각보다 가벼워서 가볍다고 생각했는데 한번하고 나면 팔이 너무 아파요ㅠㅠ쓰다보니 무거운게 느껴지네요 한쪽하고 쉬었다가 한쪽하고 시간이 꽤 오래 걸립니다! 가끔 스타일에 변화를 주는게 목적이라면 강강강추입니당",평점5
17,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"최고예요
간편하고 빠르게 물결펌을 만들 수 있다는 게 장점이에요! 무겁단 얘기가 많아서 고민도 많이 하고 샀는데 생각보다 그렇게 무겁다고 느끼진 않았네요 :)바쁜 아침에도 빠르게 사용할 수 있지만 숱이 많으신 분들한텐 좀 힘들 수도 있겠다 생각했어요 << 바로 저 ^^.. 그래도 원했던 컬이 나와서 다행이에요!",평점5
18,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"앵간한 거 다 써봤지만 드디어 ! 곰손을 구제해줄 템을 만났네요. 제가 제일 좋아하는 색깔이기도 하고 너무 예뻐요 보다나 민트색 판고데기랑 같이 가지고 있으니까 세상행복 ㅠ왜 안산
앵간한 거 다 써봤지만 드디어 ! 곰손을 구제해줄 템을 만났네요. 제가 제일 좋아하는 색깔이기도 하고 너무 예뻐요 보다나 민트색 판고데기랑 같이 가지고 있으니까 세상행복 ㅠ왜 안산지 모르겠어요 히피펌 #가능~~(샵가능💙🥰)",평점5
19,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"최고예요
일단 거의 8만원가까이 하던 제품 5만원에 사서 좋았고 성능 만족함다. 32도 좀 빠글거리는 편인거같아서 40했는데 만족해요. 보다나 봉고데기36있는데 개인적으로 물결고데기가 아마추어들이 하기엔 훨 편한거같아요. 마음에 안들면 당근하려고했는？Vㅋㅋ그냥 계속 두고 쓸거같네요. 단점은 무겁습니다. 그리고 일단 고데기가 커요. 휴대하긴 어려울드슈ㅠㅠ어디 들고가서 할수있으려나..무게도 무거워여..집에서만 놓고 쓸수있겠어요. 아 숱 적당히 좀 있는편인데 세미 해그리드 느낌정도예요. 근데 나쁘지않네요. ㅋㅋㅋㅋㅋㅋ그냥 제눈에 예뻐보임 장땡이죠 뭐",평점5
20,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"너무 자연스러울까봐 32mm 랑 고민했는데 진짜 딱 제가 원하는 물결이었어요!! 전소민이 물결머리하고나올때보다 더 살짝 자연스러운느낌이어서부담스럽지않아요!! 무겁다해서 걱정했는데
너무 자연스러울까봐 32mm 랑 고민했는데 진짜 딱 제가 원하는 물결이었어요!! 전소민이 물결머리하고나올때보다 더 살짝 자연스러운느낌이어서부담스럽지않아요!! 무겁다해서 걱정했는데 이렇게 편하게물결을 만들수있으면 이정도 무게는괜찮은것같아요!",평점5
21,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"물결 잘나와요 생각보다 엄청 드라마틱한 물결은 아닌데 자연스러운 물결웨이브연출되어요!! 40 미리보다 좀더 얇은거 했어도 될거같은 느낌 머리기장이 가슴덮는 긴기장이라 40했는데
물결 잘나와요 생각보다 엄청 드라마틱한 물결은 아닌데 자연스러운 물결웨이브연출되어요!! 40 미리보다 좀더 얇은거 했어도 될거같은 느낌 머리기장이 가슴덮는 긴기장이라 40했는데 얇은것도 구매하고싶네용 살짝 무거워서 머리할떄 좀 무겁다는게 , 아쉬워용",평점5
22,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"컬이 쉽게 잘 나와요!근데 저는 똥손이라 머리 넣기가 힘들어요 ㅎㅎ고데기 벌어지는 폭이 좁더라구여! 어찌어찌 그 간격에 머리카락 적당량 넣으면 웨이브가 뿅! 하고 잘 나옵니다~
컬이 쉽게 잘 나와요!
근데 저는 똥손이라 머리 넣기가 힘들어요 ㅎㅎ
고데기 벌어지는 폭이 좁더라구여!
어찌어찌 그 간격에 머리카락 적당량 넣으면 웨이브가 뿅! 하고
잘 나옵니다~ 얇은모에 염색머리카락인데 손상되는 것도 잘 못느끼겠고 나중에라도 느껴지면 에센스바르면 될것같아요
저한테는 고데기 폭에 머리 넣기가 젤 난감이예요ㅋㅋ",평점4
23,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"조금 무겁고 생각보다도 좀 더 머리숯을 조금씩만 넣고 해야하지만!! 그냥고데기로는 모양내기 어려운 물결웨이브를 쉽게 만들 수 있어서 대만족입니다!!그리고 제일작은사이즈인 25mm보
조금 무겁고 생각보다도 좀 더 머리숯을 조금씩만 넣고 해야하지만!! 그냥고데기로는 모양내기 어려운 물결웨이브를 쉽게 만들 수 있어서 대만족입니다!!

그리고 제일작은사이즈인 25mm보다 좀더 작은 사이즈도 나온다면 좋겠어요!",평점4
24,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"140-160에서 컬이 자연스럽게 나옵니다다만 버튼식이어서 꺼져있는지 직관적으로 알기 어려워서 콘셉트를 뽑아가며 사용해야할 것 같고 사용하면서 버튼이 눌리는지 자꾸 꺼집니다 상하로
140-160에서 컬이 자연스럽게 나옵니다
다만 버튼식이어서 꺼져있는지 직관적으로 알기 어려워서 콘셉트를 뽑아가며 사용해야할 것 같고 사용하면서 버튼이 눌리는지 자꾸 꺼집니다 상하로 움직이는 온오프 버튼이면 훨씬 직관적으로 사용할 수 있을 것 같습니다. 컬은 만족스러워요",평점4
25,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"최고예요
15%할인 이벤트 덕분에 최저가로 살 수 있었습니다. 평소 궁금해서 갖고 싶었는데 할인행사 하는 거 보고 바로 구매했네요ㅎㅎ 무게는 가볍진 않긴한데 몇번 집으면 끝나니까 못 들고있을 정도는 아닙니다. 유튜버 보고 따라 해봤는데 쉽지 않네요ㅠㅠ 컬 간격을 일정하게 만드는 것도 어렵고 제일 위에 집을 때 자국이 남습니다. 사용법이 미숙해서 그런거 같은데 연습 좀 해야될 거 같아요ㅜㅜㅜ 산걸 후회하진 않지만 연습이 필요한 제품 같습니다",평점4
26,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"똥손이라 고데기 사본것만 종류별로 몇가진데 스트레이트기 펴는용 말고는 제대로 써본적이없는데 너무 편하고 신세계네요굵은거 사길 잘한것같구요뿌리쪽은 좀 아쉽지만 원래도 못했으니까요 ㅎ
똥손이라 고데기 사본것만 종류별로 몇가진데 스트레이트기 펴는용 말고는 제대로 써본적이없는데 너무 편하고 신세계네요
굵은거 사길 잘한것같구요
뿌리쪽은 좀 아쉽지만 원래도 못했으니까요 ㅎㅎ
자동으로 돌아가는건 엉켜서 많이뽑힐때가있는데 이건 그럴일이없네요",평점4
27,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"좋아요
물결이 이쁘게 생성됨. 하지만 물결모양이 왼쪽을 할때는 뒤에서 앞으로 넣어 찝고 오른쪽 할때는 앞에서 뒤로 넣어 찝어야해서 왼쪽할때 정말 불편함. 머리숱이 많은 편인데 그래도 고데기가 많이 찝히는 편이라 아주 오래걸리진 않았음",평점4
28,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"좋아요
뭐랄까 중간중간 연기가 나는데 기계이상인지 원래 그럴수도 있는지 모르겠네요.. 그리고 제 오른쪽은 물결 잘나오는데 완쪽은 왜 웨이브가 약한지 모르겠어요.. 두번 써봤는데 두번다 그러네요.. 연기에 대해서 문의해보니 일단 보내라고는 하셨는데 업체확인해서 이상없는거면 택배비 물어야헌단 얘기가 좀… ㅎㅎ 분명 원래 그런건지 이상한건지를 물어본건데",평점4
29,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"배송도 빨리 해주시고 좋은 가격에 열
배송도 빨리 해주시고 좋은 가격에 열방지 장갑도 있어서 넘 좋았어요~ 익숙하지 않다보니 장갑이 너무 유용하더라구요~ 도착하자마자 사용해봤는데 사용법도 편하고 좋았네요~ 자연스러운 물결컬이 완성되었네요~ 익숙해지면 더 이쁘게 나올거 같아요 ㅎㅎ 영한 느낌의 웨이브가 너무 마음에 드네요 ㅎㅎ",평점4
30,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"집에오자마자 풀러봤네요 ㅎㅎ 무게감은 봉고데기보다 좀 있지만 그래도 확실히 판고데기보다 물결도 잘 말아지고 머릿결도 덜 상하는거 같아서 만족합니다! 길고굵은모발이라 40m 딱 좋고
집에오자마자 풀러봤네요 ㅎㅎ 무게감은 봉고데기보다 좀 있지만 그래도 확실히 판고데기보다 물결도 잘 말아지고 머릿결도 덜 상하는거 같아서 만족합니다! 길고굵은모발이라 40m 딱 좋고 물결파마 좋아하는데 이젠 파마걱정 안해도 되겠어요 ㅎㅎ",평점4
31,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"엄청난 고민고민 끝에 구입정말 잘한거 같아요정말정말 똥손이라 구입 고민 많았거든요유투브도 많이보고 몇번하니 금방 잘 돼요무엇보다 컬이 넘 이뿌게 나와 좋아요배송문의에도 친절히 응해
엄청난 고민고민 끝에 구입정말 잘한거 같아요
정말정말 똥손이라 구입 고민 많았거든요
유투브도 많이보고 몇번하니 금방 잘 돼요
무엇보다 컬이 넘 이뿌게 나와 좋아요
배송문의에도 친절히 응해주시구 넘 기분 좋은 구입이예요",평점4
32,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"유튜브 보고 주문을 해봤어용 ㅎㅎ 곰손도 가능하다길래.. 그런데 생각보다 무거운건 아닌것 같고 괜찮아요. 다만 오랫동안 하게되면 힘들긴 합니다 ㅎ 섹션도 잘 나눠서 하면 정말 잘
유튜브 보고 주문을 해봤어용 ㅎㅎ 곰손도 가능하다길래.. 그런데 생각보다 무거운건 아닌것 같고 괜찮아요. 다만 오랫동안 하게되면 힘들긴 합니다 ㅎ 섹션도 잘 나눠서 하면 정말 잘 나와요 ~ 많이 파세요",평점4
33,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"좋아요 물결도 이쁘고 쉽게 나오고 고데기 색도 넘 이뻐요 곰손인 저도 10분도 안걸리고 금방 했어요 단점은 판을 닫아두는 방법이 실리콘 밖에 없고, 무게가 있어서 하다보면 팔이 조
좋아요 물결도 이쁘고 쉽게 나오고 고데기 색도 넘 이뻐요 곰손인 저도 10분도 안걸리고 금방 했어요
단점은 판을 닫아두는 방법이 실리콘 밖에 없고, 무게가 있어서 하다보면 팔이 조금 아파요",평점4
34,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"배송완전 빨라서 깜짝 놀랐어요. 머리도 손재주 없는데도 쉽게 너무 예쁘게 잘되고 너무너무 마음에 듭니다:) 그런데 다른분들은 후기보니 장갑 받은분도 있는거 같은데, 전 없던데..예
배송완전 빨라서 깜짝 놀랐어요. 머리도 손재주 없는데도 쉽게 너무 예쁘게 잘되고 너무너무 마음에 듭니다:) 그런데 다른분들은 후기보니 장갑 받은분도 있는거 같은데, 전 없던데..예전에 줬던건데 이제는 안주는 건가요..?",평점4
35,보다나 트리플 플로우 물결 고데기 크리미블루 40형,별점,"좋긴한데 넘 무겁고 고데기모양이이 고정돼있는거라 양손바꿔서 하면 자국이 남아서 오른손으로만 계속 써야게ㅉ더라구요, 글고 40미리도 컬이 많이 나와서 큰컬 안되고 발랄한 느낌으로 연
좋긴한데 넘 무겁고 고데기모양이이 고정돼있는거라 양손바꿔서 하면 자국이 남아서 오른손으로만 계속 써야게ㅉ더라구요, 글고 40미리도 컬이 많이 나와서 큰컬 안되고 발랄한 느낌으로 연출 가능합니당",평점4
